"","d$nombre_act","d$latitud","d$longitud"
"862","Servicios de contabilidad y auditoría",19.38673502,-99.13657161
"863","Servicios de contabilidad y auditoría",19.40949016,-99.16596045
"864","Servicios de contabilidad y auditoría",19.422675,-99.15095395
"865","Servicios de contabilidad y auditoría",19.42388865,-99.1515501
"866","Servicios de contabilidad y auditoría",19.43246663,-99.1352428
"867","Servicios de contabilidad y auditoría",19.37350846,-99.17971771
"868","Servicios de contabilidad y auditoría",19.43403042,-99.1473921
"869","Servicios de contabilidad y auditoría",19.38259428,-99.17889966
"870","Servicios de contabilidad y auditoría",19.37982376,-99.17176022
"871","Servicios de contabilidad y auditoría",19.43473257,-99.13609202
"872","Servicios de contabilidad y auditoría",19.43346739,-99.17412709
"873","Servicios de contabilidad y auditoría",19.41358941,-99.17060249
"874","Servicios de contabilidad y auditoría",19.4457979,-99.13978743
"875","Servicios de contabilidad y auditoría",19.40607417,-99.16522927
"876","Servicios de contabilidad y auditoría",19.37369444,-99.17460371
"877","Servicios de contabilidad y auditoría",19.40916007,-99.1758133
"878","Servicios de contabilidad y auditoría",19.39743671,-99.17140783
"879","Servicios de contabilidad y auditoría",19.38210646,-99.17660055
"880","Servicios de contabilidad y auditoría",19.40695786,-99.16960649
"881","Servicios de contabilidad y auditoría",19.44978768,-99.16548662
"882","Servicios de contabilidad y auditoría",19.40130817,-99.16988479
"883","Servicios de contabilidad y auditoría",19.37166855,-99.17817663
"884","Servicios de contabilidad y auditoría",19.382313,-99.18673053
"885","Servicios de contabilidad y auditoría",19.42174887,-99.1389585
"886","Servicios de contabilidad y auditoría",19.44483394,-99.19387436
"887","Servicios de contabilidad y auditoría",19.40898091,-99.16379515
"888","Servicios de contabilidad y auditoría",19.44289871,-99.15552758
"889","Servicios de contabilidad y auditoría",19.41954198,-99.1640784
"890","Servicios de contabilidad y auditoría",19.38744179,-99.13346999
"891","Servicios de contabilidad y auditoría",19.43581102,-99.15119224
"892","Servicios de contabilidad y auditoría",19.39357942,-99.18582343
"893","Servicios de contabilidad y auditoría",19.43240342,-99.13535064
"894","Servicios de contabilidad y auditoría",19.41833925,-99.13890783
"895","Servicios de contabilidad y auditoría",19.42475718,-99.14951693
"896","Servicios de contabilidad y auditoría",19.41816944,-99.14787308
"897","Servicios de contabilidad y auditoría",19.40412492,-99.16726398
"898","Servicios de contabilidad y auditoría",19.42738297,-99.17134585
"899","Servicios de contabilidad y auditoría",19.43519906,-99.17061175
"900","Servicios de contabilidad y auditoría",19.38111746,-99.18662061
"901","Servicios de contabilidad y auditoría",19.41429002,-99.18418648
"902","Servicios de contabilidad y auditoría",19.39410978,-99.17217911
"903","Servicios de contabilidad y auditoría",19.4290679,-99.17035248
"904","Servicios de contabilidad y auditoría",19.43829909,-99.16499301
"905","Servicios de contabilidad y auditoría",19.41785188,-99.1738441
"906","Servicios de contabilidad y auditoría",19.40848549,-99.16317726
"907","Servicios de contabilidad y auditoría",19.41942325,-99.16012075
"908","Servicios de contabilidad y auditoría",19.43201511,-99.19182482
"909","Servicios de contabilidad y auditoría",19.44510781,-99.1645096
"910","Servicios de contabilidad y auditoría",19.40723473,-99.15772364
"911","Servicios de contabilidad y auditoría",19.42015204,-99.1560791
"912","Servicios de contabilidad y auditoría",19.43172138,-99.15376359
"913","Servicios de contabilidad y auditoría",19.42942583,-99.17736674
"914","Servicios de contabilidad y auditoría",19.40545405,-99.16759172
"915","Servicios de contabilidad y auditoría",19.39360652,-99.17723032
"916","Servicios de contabilidad y auditoría",19.3995367,-99.17697343
"917","Servicios de contabilidad y auditoría",19.42281269,-99.16534948
"918","Servicios de contabilidad y auditoría",19.42918812,-99.15223656
"919","Servicios de contabilidad y auditoría",19.39950331,-99.16917807
"920","Servicios de contabilidad y auditoría",19.37691842,-99.17217384
"921","Servicios de contabilidad y auditoría",19.42944417,-99.15213196
"922","Servicios de contabilidad y auditoría",19.41081861,-99.17881854
"923","Servicios de contabilidad y auditoría",19.40246686,-99.14445405
"924","Servicios de contabilidad y auditoría",19.38044883,-99.18239404
"925","Servicios de contabilidad y auditoría",19.39759785,-99.15873581
"926","Servicios de contabilidad y auditoría",19.39486196,-99.17422761
"927","Servicios de contabilidad y auditoría",19.4380723,-99.17810004
"928","Servicios de contabilidad y auditoría",19.39469531,-99.17352978
"929","Servicios de contabilidad y auditoría",19.40801706,-99.16346836
"930","Servicios de contabilidad y auditoría",19.35874713,-99.15329144
"931","Servicios de contabilidad y auditoría",19.42437653,-99.17216429
"932","Servicios de contabilidad y auditoría",19.40611864,-99.16772534
"933","Servicios de contabilidad y auditoría",19.40624803,-99.16672309
"934","Servicios de contabilidad y auditoría",19.42797954,-99.20784905
"935","Servicios de contabilidad y auditoría",19.38888629,-99.17712229
"936","Servicios de contabilidad y auditoría",19.43695999,-99.21293681
"937","Servicios de contabilidad y auditoría",19.38669593,-99.15942876
"938","Servicios de contabilidad y auditoría",19.39469531,-99.17352978
"939","Servicios de contabilidad y auditoría",19.40258918,-99.16996579
"940","Servicios de contabilidad y auditoría",19.43738091,-99.17698562
"941","Servicios de contabilidad y auditoría",19.37904865,-99.15009726
"942","Servicios de contabilidad y auditoría",19.44015115,-99.15710776
"943","Servicios de contabilidad y auditoría",19.42562194,-99.17865961
"944","Servicios de contabilidad y auditoría",19.37386165,-99.14073983
"945","Servicios de contabilidad y auditoría",19.4235455,-99.15972981
"946","Servicios de contabilidad y auditoría",19.40638325,-99.15992962
"947","Servicios de contabilidad y auditoría",19.4136181,-99.1855704
"948","Servicios de contabilidad y auditoría",19.40961945,-99.16949636
"949","Servicios de contabilidad y auditoría",19.37759438,-99.17667121
"950","Servicios de contabilidad y auditoría",19.36338289,-99.18411277
"951","Servicios de contabilidad y auditoría",19.39894716,-99.16012283
"952","Servicios de contabilidad y auditoría",19.40652786,-99.16476977
"953","Servicios de contabilidad y auditoría",19.40458262,-99.17497407
"954","Servicios de contabilidad y auditoría",19.41616826,-99.12935876
"955","Servicios de contabilidad y auditoría",19.41822693,-99.16057304
"956","Servicios de contabilidad y auditoría",19.41069401,-99.16764278
"957","Servicios de contabilidad y auditoría",19.42610795,-99.17720634
"958","Servicios de contabilidad y auditoría",19.41370588,-99.1824743
"959","Servicios de contabilidad y auditoría",19.41023368,-99.19090398
"960","Servicios de contabilidad y auditoría",19.44109584,-99.19850016
"961","Servicios de contabilidad y auditoría",19.43286467,-99.13849029
"962","Servicios de contabilidad y auditoría",19.40630101,-99.17363463
"963","Servicios de contabilidad y auditoría",19.41407439,-99.17362159
"964","Servicios de contabilidad y auditoría",19.42978575,-99.155586
"965","Servicios de contabilidad y auditoría",19.42907125,-99.21615609
"966","Servicios de contabilidad y auditoría",19.39225708,-99.14980063
"967","Servicios de contabilidad y auditoría",19.36857334,-99.1829414
"968","Servicios de contabilidad y auditoría",19.39577717,-99.15763024
"969","Servicios de contabilidad y auditoría",19.39743671,-99.17140783
"970","Servicios de contabilidad y auditoría",19.40965338,-99.16940523
"971","Servicios de contabilidad y auditoría",19.43087475,-99.14505502
"972","Servicios de contabilidad y auditoría",19.42115644,-99.16334177
"973","Servicios de contabilidad y auditoría",19.42494522,-99.16834785
"974","Servicios de contabilidad y auditoría",19.43054451,-99.16336126
"975","Servicios de contabilidad y auditoría",19.3803497,-99.18078012
"976","Servicios de contabilidad y auditoría",19.377455,-99.1775483
"977","Servicios de contabilidad y auditoría",19.3962368,-99.13854849
"978","Servicios de contabilidad y auditoría",19.39469531,-99.17352978
"979","Servicios de contabilidad y auditoría",19.43914378,-99.20776115
"980","Servicios de contabilidad y auditoría",19.41328917,-99.18791876
"981","Servicios de contabilidad y auditoría",19.39924415,-99.14470238
"982","Servicios de contabilidad y auditoría",19.37622307,-99.17795335
"983","Servicios de contabilidad y auditoría",19.43003593,-99.15471336
"984","Servicios de contabilidad y auditoría",19.42786056,-99.20540171
"985","Servicios de contabilidad y auditoría",19.38806709,-99.14938185
"986","Servicios de contabilidad y auditoría",19.3912206,-99.16053161
"987","Servicios de contabilidad y auditoría",19.43607168,-99.19968169
"988","Servicios de contabilidad y auditoría",19.37144871,-99.18693626
"989","Servicios de contabilidad y auditoría",19.43516458,-99.17063472
"990","Servicios de contabilidad y auditoría",19.40148861,-99.13837537
"991","Servicios de contabilidad y auditoría",19.42031991,-99.16678507
"992","Servicios de contabilidad y auditoría",19.43520542,-99.17060752
"993","Servicios de contabilidad y auditoría",19.43016761,-99.1630292
"994","Servicios de contabilidad y auditoría",19.38373294,-99.14769584
"995","Servicios de contabilidad y auditoría",19.36896134,-99.17861261
"996","Servicios de contabilidad y auditoría",19.42643789,-99.1754435
"997","Servicios de contabilidad y auditoría",19.40874492,-99.23814313
"998","Servicios de contabilidad y auditoría",19.45376056,-99.15956138
"999","Servicios de contabilidad y auditoría",19.37882746,-99.17413819
"1000","Servicios de contabilidad y auditoría",19.43136001,-99.18243493
"1001","Servicios de contabilidad y auditoría",19.38471056,-99.14756014
"1002","Servicios de contabilidad y auditoría",19.38898731,-99.14941417
"1003","Servicios de contabilidad y auditoría",19.4191903,-99.17378336
"1004","Servicios de contabilidad y auditoría",19.43394708,-99.13831385
"1005","Servicios de contabilidad y auditoría",19.45154281,-99.18486436
"1006","Servicios de contabilidad y auditoría",19.3920605,-99.16233002
"1007","Servicios de contabilidad y auditoría",19.43032018,-99.17421172
"1008","Servicios de contabilidad y auditoría",19.39169724,-99.16304448
"1009","Servicios de contabilidad y auditoría",19.39642209,-99.17173395
"1010","Servicios de contabilidad y auditoría",19.39486195,-99.17422761
"1011","Servicios de contabilidad y auditoría",19.43520092,-99.18371498
"1012","Servicios de contabilidad y auditoría",19.3594078,-99.14195321
"1013","Servicios de contabilidad y auditoría",19.42841731,-99.19020474
"1014","Servicios de contabilidad y auditoría",19.43571158,-99.19605372
"1015","Servicios de contabilidad y auditoría",19.39667619,-99.16957184
"1016","Servicios de contabilidad y auditoría",19.43406391,-99.18787528
"1017","Servicios de contabilidad y auditoría",19.41322751,-99.16490161
"1018","Servicios de contabilidad y auditoría",19.40255259,-99.16770575
"1019","Servicios de contabilidad y auditoría",19.39336539,-99.15275544
"1020","Servicios de contabilidad y auditoría",19.4380611,-99.19205187
"1021","Servicios de contabilidad y auditoría",19.42488375,-99.17813375
"1022","Servicios de contabilidad y auditoría",19.39634766,-99.16758034
"1023","Servicios de contabilidad y auditoría",19.39878721,-99.16987609
"1024","Servicios de contabilidad y auditoría",19.42271376,-99.15954295
"1025","Servicios de contabilidad y auditoría",19.37557977,-99.18142601
"1026","Servicios de contabilidad y auditoría",19.38395709,-99.15755565
"1027","Servicios de contabilidad y auditoría",19.39431825,-99.17211124
"1028","Servicios de contabilidad y auditoría",19.42472026,-99.16912784
"1029","Servicios de contabilidad y auditoría",19.43137817,-99.18361514
"1030","Servicios de contabilidad y auditoría",19.45645378,-99.19106496
"1031","Servicios de contabilidad y auditoría",19.39995613,-99.15494541
"1032","Servicios de contabilidad y auditoría",19.43623052,-99.20412474
"1033","Servicios de contabilidad y auditoría",19.39262438,-99.15484392
"1034","Servicios de contabilidad y auditoría",19.43022166,-99.18577261
"1035","Servicios de contabilidad y auditoría",19.37910636,-99.1725326
"1036","Servicios de contabilidad y auditoría",19.41618547,-99.16293171
"1037","Servicios de contabilidad y auditoría",19.43128767,-99.17963156
"1038","Servicios de contabilidad y auditoría",19.40695786,-99.16960649
"1039","Servicios de contabilidad y auditoría",19.43454137,-99.18167383
"1040","Servicios de contabilidad y auditoría",19.42147547,-99.15905183
"1041","Servicios de contabilidad y auditoría",19.42568131,-99.16927886
"1042","Servicios de contabilidad y auditoría",19.43612793,-99.17916441
"1043","Servicios de contabilidad y auditoría",19.38255311,-99.1766578
"1044","Servicios de contabilidad y auditoría",19.43516207,-99.1706364
"1045","Servicios de contabilidad y auditoría",19.39275544,-99.1726063
"1046","Servicios de contabilidad y auditoría",19.44914596,-99.17663364
"1047","Servicios de contabilidad y auditoría",19.43336486,-99.15068647
"1048","Servicios de contabilidad y auditoría",19.40746509,-99.17145956
"1049","Servicios de contabilidad y auditoría",19.41981324,-99.17493406
"1050","Servicios de contabilidad y auditoría",19.42621032,-99.17024766
"1051","Servicios de contabilidad y auditoría",19.3991208,-99.17085791
"1052","Servicios de contabilidad y auditoría",19.41078092,-99.13463992
"1053","Servicios de contabilidad y auditoría",19.42281269,-99.16534948
"1054","Servicios de contabilidad y auditoría",19.4197797,-99.16400319
"1055","Servicios de contabilidad y auditoría",19.42218719,-99.15527137
"1056","Servicios de contabilidad y auditoría",19.36203946,-99.16617137
"1057","Servicios de contabilidad y auditoría",19.43160229,-99.16555015
"1058","Servicios de contabilidad y auditoría",19.38154434,-99.18045649
"1059","Servicios de contabilidad y auditoría",19.43586233,-99.15167591
"1060","Servicios de contabilidad y auditoría",19.43599675,-99.15272971
"1061","Servicios de contabilidad y auditoría",19.43000167,-99.16444551
"1062","Servicios de contabilidad y auditoría",19.40467649,-99.16753807
"1063","Servicios de contabilidad y auditoría",19.42630405,-99.13898899
"1064","Servicios de contabilidad y auditoría",19.42409019,-99.21126017
"1065","Servicios de contabilidad y auditoría",19.42942583,-99.17736674
"1066","Servicios de contabilidad y auditoría",19.3896522,-99.17142648
"1067","Servicios de contabilidad y auditoría",19.43787728,-99.19443067
"1068","Servicios de contabilidad y auditoría",19.43795327,-99.19953221
"1069","Servicios de contabilidad y auditoría",19.40268149,-99.16892873
"1070","Servicios de contabilidad y auditoría",19.42960867,-99.17287796
"1071","Servicios de contabilidad y auditoría",19.42190124,-99.16553232
"1072","Servicios de contabilidad y auditoría",19.43327111,-99.17242983
"1073","Servicios de contabilidad y auditoría",19.43345973,-99.14596973
"1074","Servicios de contabilidad y auditoría",19.40801706,-99.16346836
"1075","Servicios de contabilidad y auditoría",19.43345371,-99.14592979
"1076","Servicios de contabilidad y auditoría",19.43403042,-99.1473921
"1077","Servicios de contabilidad y auditoría",19.37898251,-99.1582272
"1078","Servicios de contabilidad y auditoría",19.40903992,-99.16709482
"1079","Servicios de contabilidad y auditoría",19.42953993,-99.20279105
"1080","Servicios de contabilidad y auditoría",19.38492312,-99.17381156
"1081","Servicios de contabilidad y auditoría",19.40558717,-99.24057904
"1082","Servicios de contabilidad y auditoría",19.3957594,-99.15763132
"1083","Servicios de contabilidad y auditoría",19.40814451,-99.16547239
"1084","Servicios de contabilidad y auditoría",19.43794403,-99.18957247
"1085","Servicios de contabilidad y auditoría",19.42934263,-99.18032941
"1086","Servicios de contabilidad y auditoría",19.43918499,-99.20775909
"1087","Servicios de contabilidad y auditoría",19.36743719,-99.179783
"1088","Servicios de contabilidad y auditoría",19.45708087,-99.19084246
"1089","Servicios de contabilidad y auditoría",19.43551176,-99.13496192
"1090","Servicios de contabilidad y auditoría",19.40376058,-99.1685171
"1091","Servicios de contabilidad y auditoría",19.40296426,-99.17124024
"1092","Servicios de contabilidad y auditoría",19.41752428,-99.17458793
"1093","Servicios de contabilidad y auditoría",19.36936029,-99.1667854
"1094","Servicios de contabilidad y auditoría",19.4354534,-99.19064677
"1095","Servicios de contabilidad y auditoría",19.39634766,-99.16758034
"1096","Servicios de contabilidad y auditoría",19.42757595,-99.19878764
"1097","Servicios de contabilidad y auditoría",19.43627724,-99.1819524
"1098","Servicios de contabilidad y auditoría",19.37763566,-99.1768689
"1099","Servicios de contabilidad y auditoría",19.43860697,-99.21069868
"1100","Servicios de contabilidad y auditoría",19.38413777,-99.17358326
"1101","Servicios de contabilidad y auditoría",19.38512167,-99.18137948
"1102","Servicios de contabilidad y auditoría",19.38116044,-99.16313309
"1103","Servicios de contabilidad y auditoría",19.39447076,-99.17090152
"1104","Servicios de contabilidad y auditoría",19.40963533,-99.16945371
"1105","Servicios de contabilidad y auditoría",19.3880424,-99.1797984
"1106","Servicios de contabilidad y auditoría",19.41187616,-99.14448718
"1107","Servicios de contabilidad y auditoría",19.43623801,-99.20435852
"1108","Servicios de contabilidad y auditoría",19.4273393,-99.13417942
"1109","Servicios de contabilidad y auditoría",19.42702833,-99.19576422
"1110","Servicios de contabilidad y auditoría",19.45626177,-99.17454624
"1111","Servicios de contabilidad y auditoría",19.43088912,-99.15765817
"1112","Servicios de contabilidad y auditoría",19.42574371,-99.16182859
"1113","Servicios de contabilidad y auditoría",19.42487083,-99.17465912
"1114","Servicios de contabilidad y auditoría",19.39301749,-99.16977941
"1115","Servicios de contabilidad y auditoría",19.43633083,-99.16540309
"1116","Servicios de contabilidad y auditoría",19.36988216,-99.17486094
"1117","Servicios de contabilidad y auditoría",19.38336463,-99.17728491
"1118","Servicios de contabilidad y auditoría",19.43826572,-99.1517581
"1119","Servicios de contabilidad y auditoría",19.43581102,-99.15119224
"1120","Servicios de contabilidad y auditoría",19.42407129,-99.16664686
"1121","Servicios de contabilidad y auditoría",19.43040274,-99.20084878
"1122","Servicios de contabilidad y auditoría",19.43281312,-99.15206205
"1123","Servicios de contabilidad y auditoría",19.40323099,-99.16859137
"1124","Servicios de contabilidad y auditoría",19.43606878,-99.20418165
"1125","Servicios de contabilidad y auditoría",19.38255311,-99.1766578
"1126","Servicios de contabilidad y auditoría",19.39486195,-99.17422761
"1127","Servicios de contabilidad y auditoría",19.38882826,-99.17386056
"1128","Servicios de contabilidad y auditoría",19.44206105,-99.14434489
"1129","Servicios de contabilidad y auditoría",19.3651276,-99.16853735
"1130","Servicios de contabilidad y auditoría",19.43366404,-99.18157865
"1131","Servicios de contabilidad y auditoría",19.3754612,-99.18330477
"1132","Servicios de contabilidad y auditoría",19.36718567,-99.1770179
"1133","Servicios de contabilidad y auditoría",19.36680556,-99.18947703
"1134","Servicios de contabilidad y auditoría",19.42704628,-99.16128468
"1135","Servicios de contabilidad y auditoría",19.40002276,-99.13759147
"1136","Servicios de contabilidad y auditoría",19.38100123,-99.17286531
"1137","Servicios de contabilidad y auditoría",19.37289894,-99.17452838
"1138","Servicios de contabilidad y auditoría",19.38149281,-99.15737079
"1139","Servicios de contabilidad y auditoría",19.43391614,-99.15768778
"1140","Servicios de contabilidad y auditoría",19.41879721,-99.14186042
"1141","Servicios de contabilidad y auditoría",19.39743671,-99.17140783
"1142","Servicios de contabilidad y auditoría",19.42833168,-99.16936268
"1143","Servicios de contabilidad y auditoría",19.43798894,-99.19714013
"1144","Servicios de contabilidad y auditoría",19.37940799,-99.14105718
"1145","Servicios de contabilidad y auditoría",19.43623801,-99.20435852
"1146","Servicios de contabilidad y auditoría",19.43508153,-99.13417265
"1147","Servicios de contabilidad y auditoría",19.43826572,-99.1517581
"1148","Servicios de contabilidad y auditoría",19.40750948,-99.18948096
"1149","Servicios de contabilidad y auditoría",19.40814451,-99.16547239
"1150","Servicios de contabilidad y auditoría",19.38527736,-99.17905132
"1151","Servicios de contabilidad y auditoría",19.38523712,-99.18614096
"1152","Servicios de contabilidad y auditoría",19.39105613,-99.16593325
"1153","Servicios de contabilidad y auditoría",19.40721059,-99.16347319
"1154","Servicios de contabilidad y auditoría",19.40694263,-99.16144141
"1155","Servicios de contabilidad y auditoría",19.42364608,-99.15861767
"1156","Servicios de contabilidad y auditoría",19.4332605,-99.15724308
"1157","Servicios de contabilidad y auditoría",19.39410978,-99.17217911
"1158","Servicios de contabilidad y auditoría",19.38095152,-99.17136489
"1159","Servicios de contabilidad y auditoría",19.42643028,-99.17063832
"1160","Servicios de contabilidad y auditoría",19.41892131,-99.15869755
"1161","Servicios de contabilidad y auditoría",19.40597022,-99.18488371
"1162","Servicios de contabilidad y auditoría",19.42460535,-99.14954748
"1163","Servicios de contabilidad y auditoría",19.40204699,-99.16247139
"1164","Servicios de contabilidad y auditoría",19.36221112,-99.18358743
"1165","Servicios de contabilidad y auditoría",19.3747501,-99.18040146
"1166","Servicios de contabilidad y auditoría",19.38892342,-99.17078635
"1167","Servicios de contabilidad y auditoría",19.44480248,-99.19978923
"1168","Servicios de contabilidad y auditoría",19.37246451,-99.17409672
"1169","Servicios de contabilidad y auditoría",19.37745349,-99.1775488
"1170","Servicios de contabilidad y auditoría",19.4318683,-99.18489677
"1171","Servicios de contabilidad y auditoría",19.39600083,-99.18103312
"1172","Servicios de contabilidad y auditoría",19.39475268,-99.17377001
"1173","Servicios de contabilidad y auditoría",19.41634427,-99.18105997
"1174","Servicios de contabilidad y auditoría",19.42097641,-99.16962354
"1175","Servicios de contabilidad y auditoría",19.40838184,-99.17102415
"1176","Servicios de contabilidad y auditoría",19.38184365,-99.17364891
"1177","Servicios de contabilidad y auditoría",19.40653129,-99.16783942
"1178","Servicios de contabilidad y auditoría",19.43586158,-99.18304032
"1179","Servicios de contabilidad y auditoría",19.37113024,-99.17999527
"1180","Servicios de contabilidad y auditoría",19.38809772,-99.1740905
"1181","Servicios de contabilidad y auditoría",19.40130817,-99.16988479
"1182","Servicios de contabilidad y auditoría",19.3775702,-99.17751003
"1183","Servicios de contabilidad y auditoría",19.42637017,-99.20360455
"1184","Servicios de contabilidad y auditoría",19.42527006,-99.17760551
"1185","Servicios de contabilidad y auditoría",19.38859858,-99.16859028
"1186","Servicios de contabilidad y auditoría",19.37794699,-99.17030656
"1187","Servicios de contabilidad y auditoría",19.42969358,-99.17162372
"1188","Servicios de contabilidad y auditoría",19.37679711,-99.17996412
"1189","Servicios de contabilidad y auditoría",19.39922714,-99.17082284
"1190","Servicios de contabilidad y auditoría",19.42637017,-99.20360455
"1191","Servicios de contabilidad y auditoría",19.40846474,-99.17227249
"1192","Servicios de contabilidad y auditoría",19.42980096,-99.20269786
"1193","Servicios de contabilidad y auditoría",19.39486195,-99.17422761
"1194","Servicios de contabilidad y auditoría",19.42883013,-99.17524909
"1195","Servicios de contabilidad y auditoría",19.4353278,-99.16553863
"1196","Servicios de contabilidad y auditoría",19.39225708,-99.14980063
"1197","Servicios de contabilidad y auditoría",19.43556535,-99.1251825
"1198","Servicios de contabilidad y auditoría",19.43143797,-99.18607461
"1199","Servicios de contabilidad y auditoría",19.40604043,-99.165829
"1200","Servicios de contabilidad y auditoría",19.38780425,-99.17162044
"1201","Servicios de contabilidad y auditoría",19.378357,-99.17692808
"1202","Servicios de contabilidad y auditoría",19.42821061,-99.20000701
"1203","Servicios de contabilidad y auditoría",19.38882826,-99.17386056
"1204","Servicios de contabilidad y auditoría",19.43084228,-99.20794344
"1205","Servicios de contabilidad y auditoría",19.40496165,-99.17331558
"1206","Servicios de contabilidad y auditoría",19.41197408,-99.16276685
"1207","Servicios de contabilidad y auditoría",19.40713483,-99.1595037
"1208","Servicios de contabilidad y auditoría",19.39486196,-99.17422761
"1209","Servicios de contabilidad y auditoría",19.41981324,-99.17493406
"1210","Servicios de contabilidad y auditoría",19.37015196,-99.18614089
"1211","Servicios de contabilidad y auditoría",19.44817267,-99.15716929
"1212","Servicios de contabilidad y auditoría",19.37034102,-99.1743199
"1213","Servicios de contabilidad y auditoría",19.43150395,-99.15435311
"1214","Servicios de contabilidad y auditoría",19.36869662,-99.18276086
"1215","Servicios de contabilidad y auditoría",19.43860697,-99.21069868
"1216","Servicios de contabilidad y auditoría",19.43623801,-99.20435852
"1217","Servicios de contabilidad y auditoría",19.38877541,-99.14361393
"1218","Servicios de consultoría en administración",19.43280282,-99.188844
"1219","Servicios de consultoría en administración",19.45274409,-99.21847859
"1220","Servicios de consultoría en administración",19.44379017,-99.18466483
"1221","Servicios de consultoría en administración",19.40972208,-99.16004784
"1222","Servicios de consultoría en administración",19.39744202,-99.13604858
"1223","Servicios de consultoría en administración",19.40589876,-99.16973985
"1224","Servicios de consultoría en administración",19.4072462,-99.17826479
"1225","Servicios de consultoría en administración",19.42508872,-99.1706004
"1226","Servicios de consultoría en administración",19.36248431,-99.18284798
"1227","Servicios de consultoría en administración",19.39575004,-99.15968624
"1228","Servicios de consultoría en administración",19.43151538,-99.17186307
"1229","Servicios de consultoría en administración",19.39486195,-99.17422761
"1230","Servicios de consultoría en administración",19.41028998,-99.17081025
"1231","Servicios de consultoría en administración",19.39743671,-99.17140783
"1232","Servicios de consultoría en administración",19.39469531,-99.17352978
"1233","Servicios de consultoría en administración",19.4048057,-99.23958651
"1234","Servicios de consultoría en administración",19.39323262,-99.16398025
"1235","Servicios de consultoría en administración",19.40695786,-99.16960649
"1236","Servicios de consultoría en administración",19.39777497,-99.17129865
"1237","Servicios de consultoría en administración",19.39474867,-99.17375324
"1238","Servicios de consultoría en administración",19.43758035,-99.17680728
"1239","Servicios de consultoría en administración",19.37427843,-99.17769645
"1240","Servicios de consultoría en administración",19.38800334,-99.18223329
"1241","Servicios de consultoría en administración",19.43318459,-99.15836167
"1242","Servicios de consultoría en administración",19.4104741,-99.18092779
"1243","Servicios de consultoría en administración",19.43390893,-99.15804004
"1244","Servicios de consultoría en administración",19.39105613,-99.16593325
"1245","Servicios de consultoría en administración",19.40440669,-99.15836992
"1246","Servicios de consultoría en administración",19.40597737,-99.23874518
"1247","Servicios de consultoría en administración",19.42562194,-99.17865961
"1248","Servicios de consultoría en administración",19.42548962,-99.1622608
"1249","Servicios de consultoría en administración",19.4308779,-99.15849027
"1250","Servicios de consultoría en administración",19.43435113,-99.18561568
"1251","Servicios de consultoría en administración",19.42563235,-99.21455173
"1252","Servicios de consultoría en administración",19.41647198,-99.15525771
"1253","Servicios de consultoría en administración",19.41834181,-99.17286067
"1254","Servicios de consultoría en administración",19.43049458,-99.18096408
"1255","Servicios de consultoría en administración",19.41586678,-99.2120727
"1256","Servicios de consultoría en administración",19.39469531,-99.17352978
"1257","Servicios de consultoría en administración",19.41651174,-99.16521047
"1258","Servicios de consultoría en administración",19.42638885,-99.17482974
"1259","Servicios de consultoría en administración",19.42607513,-99.16747064
"1260","Servicios de consultoría en administración",19.38105435,-99.15821904
"1261","Servicios de consultoría en administración",19.394749,-99.17375462
"1262","Servicios de consultoría en administración",19.43160229,-99.16555015
"1263","Servicios de consultoría en administración",19.37677516,-99.17777404
"1264","Servicios de consultoría en administración",19.39380829,-99.23951275
"1265","Servicios de consultoría en administración",19.36878338,-99.1787153
"1266","Servicios de consultoría en administración",19.41879721,-99.14186042
"1267","Servicios de consultoría en administración",19.37888484,-99.18008073
"1268","Servicios de consultoría en administración",19.42383552,-99.17537543
"1269","Servicios de consultoría en administración",19.42585038,-99.1769412
"1270","Servicios de consultoría en administración",19.40389508,-99.24030153
"1271","Servicios de consultoría en administración",19.43623801,-99.20435852
"1272","Servicios de consultoría en administración",19.4375859,-99.1876507
"1273","Servicios de consultoría en administración",19.42928632,-99.19226351
"1274","Servicios de consultoría en administración",19.42780987,-99.19168987
"1275","Servicios de consultoría en administración",19.4299083,-99.21135061
"1276","Servicios de consultoría en administración",19.42349023,-99.17028536
"1277","Servicios de consultoría en administración",19.43550764,-99.18767877
"1278","Servicios de consultoría en administración",19.42663328,-99.17402984
"1279","Servicios de consultoría en administración",19.42952069,-99.17224581
"1280","Servicios de consultoría en administración",19.42689313,-99.17087629
"1281","Servicios de consultoría en administración",19.42980979,-99.21328063
"1282","Servicios de consultoría en administración",19.42048373,-99.16606287
"1283","Servicios de consultoría en administración",19.42508902,-99.17845248
"1284","Servicios de consultoría en administración",19.38970106,-99.16328893
"1285","Servicios de consultoría en administración",19.38860342,-99.17167975
"1286","Servicios de consultoría en administración",19.42640227,-99.13757091
"1287","Servicios de consultoría en administración",19.41778133,-99.16586246
"1288","Servicios de consultoría en administración",19.40208837,-99.17068205
"1289","Servicios de consultoría en administración",19.38928289,-99.1472908
"1290","Servicios de consultoría en administración",19.43536813,-99.18418887
"1291","Servicios de consultoría en administración",19.38962759,-99.18508779
"1292","Servicios de consultoría en administración",19.39370227,-99.16556379
"1293","Servicios de consultoría en administración",19.40814451,-99.16547239
"1294","Servicios de consultoría en administración",19.40919783,-99.17133716
"1295","Servicios de consultoría en administración",19.3945414,-99.23359066
"1296","Servicios de consultoría en administración",19.4310915,-99.19775243
