"","d$nombre_act","d$latitud","d$longitud"
"1487","Servicios de consultoría en administración",19.42595775,-99.20505599
"1488","Servicios de consultoría en administración",19.40414108,-99.24187068
"1489","Servicios de consultoría en administración",19.42786056,-99.20540171
"1490","Servicios de consultoría en administración",19.43734738,-99.18719732
"1491","Servicios de consultoría en administración",19.37940799,-99.14105718
"1492","Servicios de consultoría en administración",19.37327009,-99.17235805
"1493","Servicios de consultoría en administración",19.38782347,-99.17451524
"1494","Servicios de consultoría en administración",19.44445878,-99.20502133
"1495","Servicios de consultoría en administración",19.43141344,-99.15438432
"1496","Servicios de consultoría en administración",19.39181836,-99.1466689
"1497","Servicios de consultoría en administración",19.36911621,-99.18219368
"1498","Servicios de consultoría en administración",19.40400924,-99.24200083
"1499","Servicios de consultoría en administración",19.40567088,-99.238936
"1500","Servicios de consultoría en administración",19.42532734,-99.17773213
"1501","Servicios de consultoría en administración",19.4379479,-99.17640008
"1502","Servicios de consultoría en administración",19.36743719,-99.179783
"1503","Servicios de consultoría en administración",19.43716688,-99.17783166
"1504","Servicios de consultoría en administración",19.37287873,-99.17550899
"1505","Servicios de consultoría en administración",19.37622307,-99.17795335
"1506","Servicios de consultoría en administración",19.43389769,-99.14741671
"1507","Servicios de consultoría en administración",19.41621053,-99.22614712
"1508","Servicios de consultoría en administración",19.43136196,-99.1684009
"1509","Servicios de consultoría en administración",19.36803688,-99.17182311
"1510","Servicios de consultoría en administración",19.38974446,-99.18211068
"1511","Servicios de consultoría en administración",19.38811126,-99.17442144
"1512","Servicios de consultoría en administración",19.41467358,-99.13606683
"1513","Servicios de consultoría en administración",19.43160229,-99.16555015
"1514","Servicios de consultoría en administración",19.40764492,-99.16196615
"1515","Servicios de consultoría en administración",19.43357057,-99.16755814
"1516","Servicios de consultoría en administración",19.40707927,-99.18270492
"1517","Servicios de consultoría en administración",19.37793022,-99.17192052
"1518","Servicios de consultoría en administración",19.42745743,-99.16557682
"1519","Servicios de consultoría en administración",19.41300279,-99.17999761
"1520","Servicios de consultoría en administración",19.38924309,-99.16464366
"1521","Servicios de consultoría en administración",19.39214617,-99.17063722
"1522","Servicios de consultoría en administración",19.42583157,-99.19164551
"1523","Servicios de consultoría en administración",19.41595384,-99.21197534
"1524","Servicios de consultoría en administración",19.43757116,-99.18739917
"1525","Servicios de consultoría en administración",19.40887937,-99.17611869
"1526","Servicios de consultoría en administración",19.37565999,-99.15583674
"1527","Servicios de consultoría en administración",19.36436989,-99.17990576
"1528","Servicios de consultoría en administración",19.39584076,-99.15954819
"1529","Servicios de consultoría en administración",19.40582052,-99.16744802
"1530","Servicios de consultoría en administración",19.41911086,-99.13916953
"1531","Servicios de consultoría en administración",19.3847488,-99.17967278
"1532","Servicios de consultoría en administración",19.3710247,-99.17031442
"1533","Servicios de consultoría en administración",19.42470127,-99.16655794
"1534","Servicios de consultoría en administración",19.43445864,-99.1767077
"1535","Servicios de consultoría en administración",19.36878338,-99.1787153
"1536","Servicios de consultoría en administración",19.437257,-99.209989
"1537","Servicios de consultoría en administración",19.39874735,-99.18358598
"1538","Servicios de consultoría en administración",19.42950681,-99.20259882
"1539","Servicios de consultoría en administración",19.42617559,-99.16823165
"1540","Servicios de consultoría en administración",19.36859326,-99.17600442
"1541","Servicios de consultoría en administración",19.44015115,-99.15710776
"1542","Servicios de consultoría en administración",19.41655759,-99.17068257
"1543","Servicios de consultoría en administración",19.42048272,-99.21841174
"1544","Servicios de consultoría en administración",19.40449154,-99.24161833
"1545","Servicios de consultoría en administración",19.39410978,-99.17217912
"1546","Servicios de consultoría en administración",19.42100693,-99.22247976
"1547","Servicios de consultoría en administración",19.43849923,-99.21165318
"1548","Servicios de consultoría en administración",19.39486195,-99.17422761
"1549","Servicios de consultoría en administración",19.39486195,-99.17422761
"1550","Servicios de consultoría en administración",19.42397597,-99.20448003
"1551","Servicios de consultoría en administración",19.41387645,-99.16703506
"1552","Servicios de consultoría en administración",19.40874492,-99.23814313
"1553","Servicios de consultoría en administración",19.41558883,-99.16873045
"1554","Servicios de consultoría en administración",19.3960952,-99.14001696
"1555","Servicios de consultoría en administración",19.41802064,-99.16163453
"1556","Servicios de consultoría en administración",19.39645107,-99.15949905
"1557","Servicios de consultoría en administración",19.43058419,-99.17834295
"1558","Servicios de consultoría en administración",19.43532878,-99.18313415
"1559","Servicios de consultoría en administración",19.40482112,-99.16757299
"1560","Consultorios de medicina general del sector privado",19.36264991,-99.17039788
"1561","Consultorios de medicina general del sector privado",19.40061202,-99.18739516
"1562","Consultorios de medicina general del sector privado",19.42077509,-99.17057914
"1563","Consultorios de medicina general del sector privado",19.41951833,-99.16883934
"1564","Consultorios de medicina general del sector privado",19.41812824,-99.16721608
"1565","Consultorios de medicina general del sector privado",19.40067858,-99.17065708
"1566","Consultorios de medicina general del sector privado",19.43781781,-99.19877295
"1567","Consultorios de medicina general del sector privado",19.43781781,-99.19877295
"1568","Consultorios de medicina general del sector privado",19.43338005,-99.17854198
"1569","Consultorios de medicina general del sector privado",19.37287873,-99.17550899
"1570","Consultorios de medicina general del sector privado",19.40548349,-99.16759304
"1571","Consultorios de medicina general del sector privado",19.40665181,-99.16412947
"1572","Consultorios de medicina general del sector privado",19.37463838,-99.16018305
"1573","Consultorios de medicina general del sector privado",19.43182859,-99.17991093
"1574","Consultorios de medicina general del sector privado",19.42295893,-99.15685323
"1575","Consultorios de medicina general del sector privado",19.38652763,-99.17188139
"1576","Consultorios de medicina general del sector privado",19.40657539,-99.16984394
"1577","Consultorios de medicina general del sector privado",19.39743671,-99.17140783
"1578","Consultorios de medicina general del sector privado",19.35924847,-99.17064496
"1579","Consultorios de medicina general del sector privado",19.43142588,-99.18553038
"1580","Consultorios de medicina general del sector privado",19.38111135,-99.17615014
"1581","Consultorios de medicina general del sector privado",19.41589934,-99.14262953
"1582","Consultorios de medicina general del sector privado",19.38427014,-99.16307742
"1583","Consultorios de medicina general del sector privado",19.40665181,-99.16412947
"1584","Consultorios de medicina general del sector privado",19.41509457,-99.17307366
"1585","Consultorios de medicina general del sector privado",19.43824623,-99.19596541
"1586","Consultorios de medicina general del sector privado",19.44943263,-99.14165481
"1587","Consultorios de medicina general del sector privado",19.45838606,-99.135788
"1588","Consultorios de medicina general del sector privado",19.38333849,-99.16640622
"1589","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1590","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1591","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1592","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1593","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1594","Consultorios de medicina general del sector privado",19.38482069,-99.1610155
"1595","Consultorios de medicina general del sector privado",19.4146651,-99.16134899
"1596","Consultorios de medicina general del sector privado",19.37264157,-99.17567213
"1597","Consultorios de medicina general del sector privado",19.40625528,-99.16776311
"1598","Consultorios de medicina general del sector privado",19.42199524,-99.15674669
"1599","Consultorios de medicina general del sector privado",19.39391743,-99.15393507
"1600","Consultorios de medicina general del sector privado",19.42704628,-99.16128468
"1601","Consultorios de medicina general del sector privado",19.36657625,-99.18849385
"1602","Consultorios de medicina general del sector privado",19.43902511,-99.15909553
"1603","Consultorios de medicina general del sector privado",19.40335996,-99.20233917
"1604","Consultorios de medicina general del sector privado",19.43824623,-99.19596541
"1605","Consultorios de medicina general del sector privado",19.37264157,-99.17567213
"1606","Consultorios de medicina general del sector privado",19.42199524,-99.15674669
"1607","Consultorios de medicina general del sector privado",19.43600524,-99.18873943
"1608","Consultorios de medicina general del sector privado",19.38210646,-99.17660055
"1609","Consultorios de medicina general del sector privado",19.36447715,-99.16869571
"1610","Consultorios de medicina general del sector privado",19.4371119,-99.15604022
"1611","Consultorios de medicina general del sector privado",19.42199524,-99.15674669
"1612","Consultorios de medicina general del sector privado",19.4105061,-99.1910263
"1613","Consultorios de medicina general del sector privado",19.45289025,-99.17734685
"1614","Consultorios de medicina general del sector privado",19.43623801,-99.20435852
"1615","Consultorios de medicina general del sector privado",19.41860413,-99.17164154
"1616","Consultorios de medicina general del sector privado",19.44084335,-99.12423988
"1617","Consultorios de medicina general del sector privado",19.40652786,-99.16476977
"1618","Consultorios de medicina general del sector privado",19.41121153,-99.18539685
"1619","Consultorios de medicina general del sector privado",19.45859417,-99.14397621
"1620","Consultorios de medicina general del sector privado",19.4112804,-99.14319698
"1621","Consultorios de medicina general del sector privado",19.43023023,-99.14240737
"1622","Consultorios de medicina general del sector privado",19.38442393,-99.17568945
"1623","Consultorios de medicina general del sector privado",19.45698701,-99.19732125
"1624","Consultorios de medicina general del sector privado",19.46153799,-99.12829663
"1625","Consultorios de medicina general del sector privado",19.43316731,-99.13954582
"1626","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1627","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1628","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1629","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1630","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1631","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1632","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1633","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1634","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1635","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1636","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1637","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1638","Consultorios de medicina general del sector privado",19.43786031,-99.19641441
"1639","Consultorios de medicina general del sector privado",19.43781781,-99.19877295
"1640","Consultorios de medicina general del sector privado",19.43133037,-99.18714521
"1641","Consultorios de medicina general del sector privado",19.41466534,-99.16134776
"1642","Consultorios de medicina general del sector privado",19.36562688,-99.18066218
"1643","Consultorios de medicina general del sector privado",19.36634521,-99.18585731
"1644","Consultorios de medicina general del sector privado",19.37660837,-99.17873001
"1645","Consultorios de medicina general del sector privado",19.45308851,-99.15555045
"1646","Consultorios de medicina general del sector privado",19.43712705,-99.16097739
"1647","Consultorios de medicina general del sector privado",19.43824623,-99.19596541
"1648","Consultorios de medicina general del sector privado",19.43824623,-99.19596541
"1649","Consultorios de medicina general del sector privado",19.43824623,-99.19596541
"1650","Consultorios de medicina general del sector privado",19.43825691,-99.19618219
"1651","Consultorios de medicina general del sector privado",19.43824623,-99.19596541
"1652","Consultorios de medicina general del sector privado",19.36960444,-99.17860348
"1653","Consultorios de medicina general del sector privado",19.36975579,-99.18927323
"1654","Consultorios de medicina general del sector privado",19.43487397,-99.15646594
"1655","Consultorios de medicina general del sector privado",19.43318459,-99.15836167
"1656","Consultorios de medicina general del sector privado",19.43834819,-99.15720112
"1657","Consultorios de medicina general del sector privado",19.43252588,-99.15951741
"1658","Consultorios de medicina general del sector privado",19.45722386,-99.20755166
"1659","Consultorios de medicina general del sector privado",19.43155135,-99.13657942
"1660","Consultorios de medicina general del sector privado",19.39942015,-99.18767758
"1661","Consultorios de medicina general del sector privado",19.45276658,-99.18790085
"1662","Consultorios de medicina general del sector privado",19.43726049,-99.20166338
"1663","Consultorios de medicina general del sector privado",19.39481903,-99.17194817
"1664","Consultorios de medicina general del sector privado",19.39645034,-99.17907674
"1665","Consultorios de medicina general del sector privado",19.37882746,-99.17413819
"1666","Consultorios de medicina general del sector privado",19.45316453,-99.20192146
"1667","Consultorios de medicina general del sector privado",19.3997348,-99.17303933
"1668","Consultorios de medicina general del sector privado",19.42873391,-99.13375513
"1669","Consultorios de medicina general del sector privado",19.42873391,-99.13375513
"1670","Consultorios de medicina general del sector privado",19.39867556,-99.18949279
"1671","Consultorios de medicina general del sector privado",19.43215192,-99.14283267
"1672","Consultorios de medicina general del sector privado",19.40447978,-99.20142405
"1673","Consultorios de medicina general del sector privado",19.42487302,-99.15624369
"1674","Consultorios de medicina general del sector privado",19.45655998,-99.13144526
"1675","Consultorios de medicina general del sector privado",19.37882746,-99.17413819
"1676","Consultorios de medicina general del sector privado",19.45805303,-99.18079743
"1677","Consultorios de medicina general del sector privado",19.44520592,-99.17174958
"1678","Consultorios de medicina general del sector privado",19.41450907,-99.16139405
"1679","Consultorios de medicina general del sector privado",19.41382069,-99.16122673
"1680","Consultorios de medicina general del sector privado",19.41450907,-99.16139405
"1681","Consultorios de medicina general del sector privado",19.41381495,-99.16125565
"1682","Consultorios de medicina general del sector privado",19.41381495,-99.16125565
"1683","Consultorios de medicina general del sector privado",19.41381754,-99.1612426
"1684","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1685","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1686","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1687","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1688","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1689","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1690","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1691","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1692","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1693","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1694","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1695","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1696","Consultorios de medicina general del sector privado",19.41860413,-99.17164154
"1697","Consultorios de medicina general del sector privado",19.40293966,-99.17434637
"1698","Consultorios de medicina general del sector privado",19.44011915,-99.12419914
"1699","Consultorios de medicina general del sector privado",19.4585725,-99.18215487
"1700","Consultorios de medicina general del sector privado",19.42547552,-99.13083218
"1701","Consultorios de medicina general del sector privado",19.40893061,-99.1970991
"1702","Consultorios de medicina general del sector privado",19.45805303,-99.18079743
"1703","Consultorios de medicina general del sector privado",19.44819429,-99.20134913
"1704","Consultorios de medicina general del sector privado",19.40720549,-99.16797246
"1705","Consultorios de medicina general del sector privado",19.38210646,-99.17660055
"1706","Consultorios de medicina general del sector privado",19.46161692,-99.19588432
"1707","Consultorios de medicina general del sector privado",19.41644497,-99.1551529
"1708","Consultorios de medicina general del sector privado",19.43586158,-99.18304032
"1709","Consultorios de medicina general del sector privado",19.40698927,-99.13491926
"1710","Consultorios de medicina general del sector privado",19.36636139,-99.16330236
"1711","Consultorios de medicina general del sector privado",19.37894561,-99.14169786
"1712","Consultorios de medicina general del sector privado",19.4249556,-99.16668923
"1713","Consultorios de medicina general del sector privado",19.42199524,-99.15674669
"1714","Consultorios de medicina general del sector privado",19.41774189,-99.16303841
"1715","Consultorios de medicina general del sector privado",19.40589866,-99.16974375
"1716","Consultorios de medicina general del sector privado",19.41860413,-99.17164154
"1717","Consultorios de medicina general del sector privado",19.42147547,-99.15905183
"1718","Consultorios de medicina general del sector privado",19.3802813,-99.13644394
"1719","Consultorios de medicina general del sector privado",19.39540141,-99.13730293
"1720","Consultorios de medicina general del sector privado",19.39440734,-99.13848309
"1721","Consultorios de medicina general del sector privado",19.40625528,-99.16776311
"1722","Consultorios de medicina general del sector privado",19.40624803,-99.16672309
"1723","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1724","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1725","Consultorios de medicina general del sector privado",19.40625528,-99.16776311
"1726","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1727","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1728","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1729","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1730","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1731","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1732","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1733","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1734","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1735","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1736","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1737","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1738","Consultorios de medicina general del sector privado",19.40511346,-99.16766735
"1739","Consultorios de medicina general del sector privado",19.40511346,-99.16766735
"1740","Consultorios de medicina general del sector privado",19.38864608,-99.17030122
"1741","Consultorios de medicina general del sector privado",19.4050271,-99.16739356
"1742","Consultorios de medicina general del sector privado",19.40412181,-99.16726322
"1743","Consultorios de medicina general del sector privado",19.41177688,-99.14094762
"1744","Consultorios de medicina general del sector privado",19.40467649,-99.16753807
"1745","Consultorios de medicina general del sector privado",19.40350916,-99.16723007
"1746","Consultorios de medicina general del sector privado",19.40538577,-99.15974061
"1747","Consultorios de medicina general del sector privado",19.42513839,-99.16713517
"1748","Consultorios de medicina general del sector privado",19.42364608,-99.15861767
"1749","Consultorios de medicina general del sector privado",19.4064652,-99.16782115
"1750","Consultorios de medicina general del sector privado",19.40681128,-99.16791682
"1751","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1752","Consultorios de medicina general del sector privado",19.40663894,-99.16786918
"1753","Consultorios de medicina general del sector privado",19.40681128,-99.16791682
"1754","Consultorios de medicina general del sector privado",19.40681128,-99.16791682
"1755","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1756","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1757","Consultorios de medicina general del sector privado",19.40268149,-99.16892873
"1758","Consultorios de medicina general del sector privado",19.41181591,-99.1744418
"1759","Consultorios de medicina general del sector privado",19.40729211,-99.1669423
"1760","Consultorios de medicina general del sector privado",19.40729211,-99.1669423
"1761","Consultorios de medicina general del sector privado",19.37232251,-99.15411524
"1762","Consultorios de medicina general del sector privado",19.38072628,-99.14388295
"1763","Consultorios de medicina general del sector privado",19.4118506,-99.14203135
"1764","Consultorios de medicina general del sector privado",19.40580484,-99.16484603
"1765","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1766","Consultorios de medicina general del sector privado",19.40511346,-99.16766735
"1767","Consultorios de medicina general del sector privado",19.40581384,-99.12815566
"1768","Consultorios de medicina general del sector privado",19.40935373,-99.13204806
"1769","Consultorios de medicina general del sector privado",19.3902918,-99.14276152
"1770","Consultorios de medicina general del sector privado",19.40600305,-99.16342958
"1771","Consultorios de medicina general del sector privado",19.36121459,-99.17183336
"1772","Consultorios de medicina general del sector privado",19.41634448,-99.15652785
"1773","Consultorios de medicina general del sector privado",19.41634448,-99.15652785
"1774","Consultorios de medicina general del sector privado",19.41636577,-99.15641817
"1775","Consultorios de medicina general del sector privado",19.41839342,-99.15805684
"1776","Consultorios de medicina general del sector privado",19.41544245,-99.14891842
"1777","Consultorios de medicina general del sector privado",19.40624803,-99.16672309
"1778","Consultorios de medicina general del sector privado",19.37907202,-99.17148589
"1779","Consultorios de medicina general del sector privado",19.4064065,-99.16594394
"1780","Consultorios de medicina general del sector privado",19.37386165,-99.14073983
"1781","Consultorios de medicina general del sector privado",19.41636577,-99.15641817
"1782","Consultorios de medicina general del sector privado",19.3696783,-99.14190078
"1783","Consultorios de medicina general del sector privado",19.42907125,-99.21615609
"1784","Consultorios de medicina general del sector privado",19.40849644,-99.14269644
"1785","Consultorios de medicina general del sector privado",19.41435676,-99.13205138
"1786","Consultorios de medicina general del sector privado",19.41672781,-99.1581651
"1787","Consultorios de medicina general del sector privado",19.40685836,-99.16907223
"1788","Consultorios de medicina general del sector privado",19.41286691,-99.16662708
"1789","Consultorios de medicina general del sector privado",19.40678568,-99.16664669
"1790","Consultorios de medicina general del sector privado",19.3862866,-99.18571783
"1791","Consultorios de medicina general del sector privado",19.39743671,-99.17140783
"1792","Consultorios de medicina general del sector privado",19.39486195,-99.17422761
"1793","Consultorios de medicina general del sector privado",19.43603039,-99.18801638
"1794","Consultorios de medicina general del sector privado",19.43443762,-99.18799575
"1795","Consultorios de medicina general del sector privado",19.40616618,-99.18282682
"1796","Consultorios de medicina general del sector privado",19.42226996,-99.14638889
"1797","Consultorios de medicina general del sector privado",19.38493944,-99.14305113
"1798","Consultorios de medicina general del sector privado",19.43825462,-99.19613569
"1799","Consultorios de medicina general del sector privado",19.38062602,-99.15577412
"1800","Consultorios de medicina general del sector privado",19.36121459,-99.17183336
"1801","Consultorios de medicina general del sector privado",19.45162471,-99.20039806
"1802","Consultorios de medicina general del sector privado",19.4053873,-99.15973278
"1803","Consultorios de medicina general del sector privado",19.39431825,-99.17211124
"1804","Consultorios de medicina general del sector privado",19.4582231,-99.18135448
"1805","Consultorios de medicina general del sector privado",19.41859877,-99.16206934
"1806","Consultorios de medicina general del sector privado",19.42874967,-99.21147718
"1807","Consultorios de medicina general del sector privado",19.40609117,-99.1669307
"1808","Consultorios de medicina general del sector privado",19.37525014,-99.19056635
"1809","Consultorios de medicina general del sector privado",19.41587892,-99.16217042
"1810","Consultorios de medicina general del sector privado",19.38859858,-99.16859028
"1811","Consultorios de medicina general del sector privado",19.43824623,-99.19596541
"1812","Consultorios de medicina general del sector privado",19.36572799,-99.18541041
"1813","Consultorios de medicina general del sector privado",19.38825037,-99.17039593
"1814","Consultorios de medicina general del sector privado",19.39774149,-99.13363167
"1815","Consultorios de medicina general del sector privado",19.398034,-99.15423022
"1816","Consultorios de medicina general del sector privado",19.43722487,-99.21162753
"1817","Consultorios de medicina general del sector privado",19.4064652,-99.16782115
"1818","Consultorios de medicina general del sector privado",19.43280839,-99.20169653
"1819","Consultorios de medicina general del sector privado",19.38583047,-99.16750868
"1820","Consultorios de medicina general del sector privado",19.42542273,-99.20375779
"1821","Consultorios de medicina general del sector privado",19.4326854,-99.18333792
"1822","Consultorios de medicina general del sector privado",19.40656782,-99.15190256
"1823","Consultorios de medicina general del sector privado",19.38803934,-99.1611873
"1824","Consultorios de medicina general del sector privado",19.4168684,-99.15873502
"1825","Consultorios de medicina general del sector privado",19.40604229,-99.16579596
"1826","Consultorios de medicina general del sector privado",19.42183877,-99.16976049
"1827","Consultorios de medicina general del sector privado",19.42745709,-99.16557752
"1828","Consultorios de medicina general del sector privado",19.3775702,-99.17751003
"1829","Consultorios de medicina general del sector privado",19.44330023,-99.2090395
"1830","Consultorios de medicina general del sector privado",19.42630344,-99.17361591
"1831","Consultorios de medicina general del sector privado",19.42021504,-99.16467226
"1832","Consultorios de medicina general del sector privado",19.44253709,-99.16499854
"1833","Consultorios de medicina general del sector privado",19.42873391,-99.13375513
"1834","Consultorios de medicina general del sector privado",19.45425506,-99.12483724
"1835","Consultorios de medicina general del sector privado",19.42364608,-99.15861767
"1836","Consultorios de medicina general del sector privado",19.3918531,-99.17326973
"1837","Consultorios de medicina general del sector privado",19.41121153,-99.18539685
"1838","Consultorios de medicina general del sector privado",19.38901342,-99.17158074
"1839","Consultorios de medicina general del sector privado",19.4342623,-99.19046429
"1840","Consultorios de medicina general del sector privado",19.43813115,-99.19336343
"1841","Consultorios de medicina general del sector privado",19.44473234,-99.15605747
"1842","Consultorios de medicina general del sector privado",19.44516728,-99.18836734
"1843","Consultorios de medicina general del sector privado",19.42985892,-99.14255591
"1844","Consultorios de medicina general del sector privado",19.45293242,-99.20232062
"1845","Consultorios de medicina general del sector privado",19.40777135,-99.18465176
"1846","Consultorios de medicina general del sector privado",19.3882693,-99.14678823
"1847","Consultorios de medicina general del sector privado",19.43339307,-99.13725302
"1848","Consultorios de medicina general del sector privado",19.44730302,-99.12757888
"1849","Consultorios de medicina general del sector privado",19.37350846,-99.17971771
"1850","Consultorios de medicina general del sector privado",19.43459108,-99.14012311
"1851","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1852","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1853","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1854","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1855","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1856","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1857","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1858","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1859","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1860","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1861","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1862","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1863","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1864","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1865","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1866","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1867","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1868","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1869","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1870","Consultorios de medicina general del sector privado",19.35881864,-99.16874167
"1871","Consultorios de medicina general del sector privado",19.40195194,-99.16967084
"1872","Consultorios de medicina general del sector privado",19.41211543,-99.16398133
"1873","Consultorios de medicina general del sector privado",19.40675504,-99.16508277
"1874","Consultorios de medicina general del sector privado",19.42164726,-99.16462954
"1875","Inmobiliarias y corredores de bienes raíces",19.40780534,-99.18734134
"1876","Inmobiliarias y corredores de bienes raíces",19.43390633,-99.1407798
"1877","Inmobiliarias y corredores de bienes raíces",19.44011655,-99.12634544
"1878","Inmobiliarias y corredores de bienes raíces",19.42896754,-99.21637023
"1879","Inmobiliarias y corredores de bienes raíces",19.40836386,-99.19824676
"1880","Inmobiliarias y corredores de bienes raíces",19.4380611,-99.19205187
"1881","Inmobiliarias y corredores de bienes raíces",19.43345973,-99.14596973
"1882","Inmobiliarias y corredores de bienes raíces",19.42947682,-99.13521929
"1883","Inmobiliarias y corredores de bienes raíces",19.42892695,-99.13046595
"1884","Inmobiliarias y corredores de bienes raíces",19.39481903,-99.17194817
"1885","Inmobiliarias y corredores de bienes raíces",19.44026955,-99.12852285
"1886","Inmobiliarias y corredores de bienes raíces",19.42437653,-99.17216429
"1887","Inmobiliarias y corredores de bienes raíces",19.40588241,-99.240375
"1888","Inmobiliarias y corredores de bienes raíces",19.43328732,-99.21004811
"1889","Inmobiliarias y corredores de bienes raíces",19.39521305,-99.16870197
"1890","Inmobiliarias y corredores de bienes raíces",19.42562763,-99.20402931
"1891","Inmobiliarias y corredores de bienes raíces",19.37264157,-99.17567213
"1892","Inmobiliarias y corredores de bienes raíces",19.41816574,-99.16771715
"1893","Inmobiliarias y corredores de bienes raíces",19.4279647,-99.17071567
"1894","Inmobiliarias y corredores de bienes raíces",19.37362684,-99.17392381
"1895","Inmobiliarias y corredores de bienes raíces",19.43090681,-99.16031488
"1896","Inmobiliarias y corredores de bienes raíces",19.3991208,-99.17085791
"1897","Inmobiliarias y corredores de bienes raíces",19.42610795,-99.17720634
"1898","Inmobiliarias y corredores de bienes raíces",19.36289994,-99.18486633
"1899","Inmobiliarias y corredores de bienes raíces",19.40566886,-99.23893731
"1900","Inmobiliarias y corredores de bienes raíces",19.38132309,-99.17919387
"1901","Inmobiliarias y corredores de bienes raíces",19.41483585,-99.16746423
"1902","Inmobiliarias y corredores de bienes raíces",19.40447811,-99.24174722
"1903","Inmobiliarias y corredores de bienes raíces",19.43271196,-99.20171072
"1904","Inmobiliarias y corredores de bienes raíces",19.42385454,-99.15991036
"1905","Inmobiliarias y corredores de bienes raíces",19.37144871,-99.18693626
"1906","Inmobiliarias y corredores de bienes raíces",19.40471776,-99.23955501
"1907","Inmobiliarias y corredores de bienes raíces",19.42949457,-99.20969763
"1908","Inmobiliarias y corredores de bienes raíces",19.43354427,-99.13742474
"1909","Inmobiliarias y corredores de bienes raíces",19.43298669,-99.14115257
"1910","Inmobiliarias y corredores de bienes raíces",19.40383924,-99.24225028
"1911","Inmobiliarias y corredores de bienes raíces",19.43271679,-99.1656584
