id,stations.id,lat,lon,X1,X2,X3,X4,X5
294,290,19.396333,-99.172667,520,754,1294,1636,1980
295,314,19.391647,-99.177331,640,813,1224,1568,2089
296,315,19.391472,-99.1736,212,1203,1351,1771,2126
297,327,19.38885,-99.17772,8,770,1224,1652,1998
298,320,19.391323,-99.15936,7,732,1469,1655,1967
299,294,19.396513,-99.160924,321,998,1378,1678,2011
300,295,19.396328,-99.156871,137,793,1414,1654,2118
301,296,19.394283,-99.158756,137,998,1378,1657,2118
302,297,19.394412,-99.158907,137,998,1378,1657,2118
303,280,19.4015,-99.156406,319,843,1407,1654,2052
304,281,19.398532,-99.157308,244,843,1414,1654,2118
305,276,19.401986,-99.156366,507,843,1407,1781,2052
306,339,19.386032,-99.160548,448,946,1424,1683,1904
307,340,19.385571,-99.158188,501,851,1249,1610,1904
308,341,19.382851,-99.158204,209,851,1249,1610,1904
309,342,19.381076,-99.159455,277,1077,1249,1823,1904
310,367,19.37946,-99.181632,400,901,1403,1828,2138
311,354,19.381665,-99.176685,32,976,1458,1836,2163
312,451,19.42902,-99.201322,492,1121,1416,1703,2119
313,233,19.429314,-99.196965,611,1121,1386,1647,2119
314,239,19.430153,-99.181355,518,1165,1558,1804,2099
315,240,19.43855,-99.2063,92,682,1425,1672,1987
316,241,19.43862,-99.20758,92,682,1425,1672,1987
317,235,19.42933,-99.20218,492,1121,1416,1703,1975
318,236,19.42944,-99.20243,492,1121,1416,1703,1975
319,196,19.438349,-99.192904,151,1013,1375,1651,1880
320,228,19.427705,-99.19912,171,1121,1409,1801,2119
321,229,19.430515,-99.203331,492,1124,1381,1703,1975
322,230,19.430098,-99.200074,450,1121,1416,1703,2134
323,231,19.42977,-99.19349,245,1148,1386,1840,2051
324,198,19.438168,-99.203888,162,700,1271,1672,1987
325,199,19.437934,-99.197241,357,1202,1348,1651,1879
326,200,19.437596,-99.188785,159,769,1490,1808,2047
327,201,19.437431,-99.187215,593,1034,1490,1640,2047
328,202,19.43617,-99.198943,462,1202,1271,1672,1879
329,203,19.435985,-99.194832,357,1013,1348,1648,1989
330,205,19.435525,-99.184713,570,950,1324,1618,1981
331,206,19.435798,-99.201419,441,700,1271,1666,1936
332,207,19.434861,-99.183322,543,1029,1308,1618,1981
333,208,19.434182,-99.189835,553,1030,1476,1808,1880
334,209,19.435478,-99.206359,16,984,1271,1666,2130
335,210,19.434076,-99.194091,56,1030,1273,1604,1989
336,211,19.433607,-99.188528,553,1016,1524,1640,2047
337,212,19.433567,-99.188096,553,1016,1524,1640,2047
338,213,19.435197,-99.206967,25,984,1271,1666,2130
339,214,19.434353,-99.20322,16,1107,1271,1666,1936
340,215,19.43384,-99.19968,462,1202,1416,1818,2088
341,216,19.433419,-99.195746,56,1202,1273,1650,1989
342,217,19.432888,-99.183605,443,1011,1537,1845,2068
343,218,19.432451,-99.188033,488,688,1524,1660,1958
344,219,19.433542,-99.207808,25,934,1271,1816,2130
345,220,19.432655,-99.205727,25,984,1271,1818,1975
346,221,19.431799,-99.201565,189,1121,1416,1818,1903
347,222,19.431417,-99.195774,611,1202,1386,1840,1989
348,223,19.431242,-99.191613,463,1030,1273,1840,1880
349,224,19.431255,-99.188065,488,688,1401,1661,1958
350,225,19.431172,-99.185612,181,688,1401,1643,2160
351,226,19.431033,-99.18222,329,958,1558,1845,2001
352,405,19.370619,-99.156626,40,888,1317,1599,2065
353,407,19.367294,-99.158694,418,777,1317,1641,2065
354,408,19.36677,-99.156843,514,777,1317,1656,2065
355,37,19.420419,-99.172676,539,1045,1237,1632,1894
356,38,19.420801,-99.171407,293,694,1373,1715,1894
357,39,19.422484,-99.167153,200,991,1385,1727,2146
358,40,19.42223,-99.164297,369,1083,1234,1831,2002
359,56,19.416959,-99.165702,240,917,1259,1760,2061
360,42,19.420472,-99.168238,20,681,1533,1852,2146
361,51,19.417995,-99.168248,284,1069,1515,1857,2109
362,44,19.418057,-99.174761,265,716,1452,1569,2015
363,45,19.418649,-99.172127,539,1072,1253,1791,1884
364,46,19.419214,-99.169732,604,939,1475,1576,2109
365,125,19.424541,-99.156204,522,765,1417,1606,1962
366,126,19.422288,-99.162138,2,1163,1480,1831,1952
367,127,19.423318,-99.15833,436,708,1417,1606,1952
368,128,19.422148,-99.160645,2,1163,1221,1805,1952
369,129,19.4206,-99.163312,73,993,1234,1873,2002
370,130,19.421576,-99.158015,128,703,1243,1645,1952
371,131,19.419579,-99.161314,73,1134,1221,1595,2158
372,132,19.420667,-99.15645,262,756,1243,1645,2132
373,133,19.421138,-99.154725,78,845,1417,1645,2157
374,134,19.418304,-99.15956,201,703,1227,1824,2158
375,135,19.419225,-99.155099,423,756,1243,1645,2132
376,136,19.417715,-99.162729,337,1102,1234,1595,2158
377,137,19.418774,-99.157081,232,942,1243,1598,2158
378,138,19.417702,-99.155313,390,911,1243,1799,2132
379,139,19.416128,-99.162097,485,1112,1227,1572,2158
380,140,19.416605,-99.156853,13,942,1227,1799,2158
381,141,19.415905,-99.15954,201,1134,1227,1572,2158
382,142,19.413232,-99.164121,72,881,1404,1594,2061
383,143,19.414303,-99.157542,544,812,1252,1841,2158
384,144,19.415192,-99.154837,390,812,1252,1841,2132
385,145,19.41286,-99.160661,595,715,1438,1594,2061
386,146,19.410737,-99.165716,33,897,1529,1779,2061
387,147,19.412182,-99.158443,595,715,1438,1746,2158
388,148,19.412829,-99.155116,544,812,1252,1772,2176
389,149,19.41199,-99.155699,544,1082,1252,1772,2110
390,151,19.410529,-99.160873,595,715,1438,1746,2168
391,152,19.409098,-99.167181,665,897,1529,1738,1923
392,153,19.407468,-99.165141,85,875,1415,1779,2141
393,155,19.408218,-99.159911,416,907,1284,1681,2168
394,156,19.407121,-99.162202,121,746,1284,1680,2168
395,157,19.406236,-99.166616,230,1093,1513,1789,2104
396,158,19.407447,-99.155717,416,1055,1439,1781,2110
397,159,19.407517,-99.155373,416,1055,1439,1707,2110
398,161,19.405533,-99.164913,148,746,1513,1724,1959
399,162,19.404907,-99.162485,310,1074,1513,1680,2056
400,163,19.405246,-99.156431,507,964,1407,1781,2110
401,164,19.403204,-99.16596,398,1062,1292,1737,1938
402,165,19.404268,-99.160503,296,907,1407,1681,2040
403,409,19.365102,-99.155499,514,777,1317,1656,2065
404,410,19.36564,-99.158063,514,777,1317,1641,2065
405,411,19.367864,-99.163626,418,906,1448,1770,1956
406,412,19.3684182,-99.1654145,418,1095,1448,1770,1956
407,406,19.367831,-99.163261,418,906,1448,1770,1956
408,427,19.365023,-99.162993,418,906,1448,1714,1956
409,429,19.363071,-99.158292,514,832,1314,1656,1956
410,430,19.362139,-99.154974,514,832,1314,1656,1971
411,401,19.372147,-99.16158,110,767,1528,1770,1968
412,403,19.371371,-99.158639,418,1160,1528,1770,2065
413,184,19.41479,-99.18508,658,1039,1220,1794,2093
414,185,19.4128,-99.1828,187,829,1220,1699,2093
415,186,19.41249,-99.18875,658,959,1436,1601,1912
416,187,19.41123,-99.18551,187,829,1250,1699,2093
417,188,19.41171,-99.19014,658,959,1436,1601,1912
418,189,19.41004,-99.18798,187,959,1436,1812,5
419,190,19.409569,-99.183833,1,829,1250,1699,2072
420,191,19.4079,-99.18795,401,844,3,1812,5
421,364,19.383063,-99.185858,30,884,1291,1828,2049
422,365,19.381117,-99.186687,188,1161,1291,1653,2115
423,352,19.384114,-99.185447,30,884,1291,1652,2049
424,351,19.385751,-99.186297,30,884,1291,1652,2049
425,312,19.392634,-99.183737,535,1164,1226,1708,2010
426,328,19.392586,-99.184742,535,892,1226,1708,2010
427,329,19.390306,-99.184812,535,1210,1353,1708,2010
428,330,19.389358,-99.182606,535,1178,1353,1664,2031
429,331,19.388547,-99.183971,535,1210,1353,1664,2031
430,332,19.385508,-99.183809,175,1178,1391,1652,2049
431,263,19.436274,-99.158425,158,1207,1260,1786,1986
432,256,19.4372,-99.15816,426,840,1330,1786,1986
433,257,19.4338,-99.16622,280,1120,1349,1588,1965
434,254,19.43935,-99.16007,426,1207,1379,1710,1986
435,183,19.43767,-99.16402,590,828,1379,1710,1986
436,160,19.44025,-99.16346,590,828,1379,1710,1986
437,103,19.441669,-99.165217,590,828,1379,1564,2124
438,85,19.43425,-99.162508,273,758,1474,1682,2054
439,10,19.433321,-99.154752,346,1031,1397,1815,2005
440,8,19.431141,-99.158317,552,937,1319,1748,2154
441,270,19.43676,-99.15387,645,1118,1330,1815,2147
442,450,19.43836,-99.152226,446,1118,1330,1815,2147
443,392,19.3730067,-99.1747749,630,747,1316,1629,1973
444,393,19.372796,-99.172558,630,747,1316,1629,2148
445,370,19.378818,-99.177054,464,943,1458,1667,2163
446,371,19.378542,-99.174328,108,1070,1316,1667,1982
447,380,19.374876,-99.173512,94,787,1316,1629,1982
448,381,19.375541,-99.177894,50,943,1267,1629,1973
449,382,19.375591,-99.178084,50,943,1267,1629,1973
450,441,19.361215,-99.167527,617,699,1545,1788,1956
451,442,19.359905,-99.1653,617,906,1314,1788,1956
452,426,19.365519,-99.166017,483,906,1448,1788,1956
