,Fecha_Retiro,viajes
323,1/1/2011,1061
324,1/2/2011,2819
325,1/3/2011,5226
326,1/4/2011,5983
327,1/5/2011,6667
328,1/6/2011,6539
329,1/7/2011,6217
330,1/8/2011,3535
331,1/9/2011,4265
332,1/10/2011,7259
333,1/11/2011,7086
334,1/12/2011,7023
335,1/13/2011,6343
336,1/14/2011,7011
337,1/15/2011,3768
338,1/16/2011,4760
339,1/17/2011,7658
340,1/18/2011,7930
341,1/19/2011,8362
342,1/20/2011,8043
343,1/21/2011,8141
344,1/22/2011,4159
345,1/23/2011,5382
346,1/24/2011,8252
347,1/25/2011,7930
348,1/26/2011,8430
349,1/27/2011,7966
350,1/28/2011,7546
351,1/29/2011,4431
352,1/30/2011,5594
353,1/31/2011,8659
354,2/1/2011,8054
355,2/2/2011,7330
356,2/3/2011,8226
357,2/4/2011,8018
358,2/5/2011,4143
359,2/6/2011,4502
360,2/7/2011,4230
361,2/8/2011,8897
362,2/9/2011,9300
363,2/10/2011,9387
364,2/11/2011,8942
365,2/12/2011,4577
366,2/13/2011,5711
367,2/14/2011,8911
368,2/15/2011,9421
369,2/16/2011,9184
370,2/17/2011,9260
371,2/18/2011,7376
372,2/19/2011,4689
373,2/20/2011,5690
374,2/21/2011,9064
375,2/22/2011,9815
376,2/23/2011,9439
377,2/24/2011,9751
378,2/25/2011,9388
379,2/26/2011,5202
380,2/27/2011,5602
381,2/28/2011,9359
382,3/1/2011,9962
383,3/2/2011,9931
384,3/3/2011,10003
385,3/4/2011,9905
386,3/5/2011,4679
387,3/6/2011,4879
388,3/7/2011,9458
389,3/8/2011,10200
390,3/9/2011,10123
391,3/10/2011,9660
392,3/11/2011,9715
393,3/12/2011,5221
394,3/13/2011,5519
395,3/14/2011,8952
396,3/15/2011,9692
397,3/16/2011,10113
398,3/17/2011,9658
399,3/18/2011,9855
400,3/19/2011,4393
401,3/20/2011,4880
402,3/21/2011,4345
403,3/22/2011,9611
404,3/23/2011,10205
405,3/24/2011,10218
406,3/25/2011,9910
407,3/26/2011,5460
408,3/27/2011,5346
409,3/28/2011,9885
410,3/29/2011,10403
411,3/30/2011,10732
412,3/31/2011,10241
413,4/1/2011,10032
414,4/2/2011,4921
415,4/3/2011,5319
416,4/4/2011,9954
417,4/5/2011,10681
418,4/6/2011,10708
419,4/7/2011,10490
420,4/8/2011,10289
421,4/9/2011,5031
422,4/10/2011,5179
423,4/11/2011,9753
424,4/12/2011,10177
425,4/13/2011,10298
426,4/14/2011,9890
427,4/15/2011,8835
428,4/16/2011,3951
429,4/17/2011,3961
430,4/18/2011,7484
431,4/19/2011,7730
432,4/20/2011,7676
433,4/21/2011,3964
434,4/22/2011,3259
435,4/23/2011,3094
436,4/24/2011,4352
437,4/25/2011,8328
438,4/26/2011,9243
439,4/27/2011,9235
440,4/28/2011,9173
441,4/29/2011,8962
442,4/30/2011,4516
443,5/1/2011,4251
444,5/2/2011,8594
445,5/3/2011,9161
446,5/4/2011,9454
447,5/5/2011,8154
448,5/6/2011,9030
449,5/7/2011,4414
450,5/8/2011,4431
451,5/9/2011,8862
452,5/10/2011,7398
453,5/11/2011,8192
454,5/12/2011,8797
455,5/13/2011,8938
456,5/14/2011,4577
457,5/15/2011,4294
458,5/16/2011,8806
459,5/17/2011,9467
460,5/18/2011,9024
461,5/19/2011,9303
462,5/20/2011,8677
463,5/21/2011,4836
464,5/22/2011,4762
465,5/23/2011,9045
466,5/24/2011,9489
467,5/25/2011,9534
468,5/26/2011,9064
469,5/27/2011,9078
470,5/28/2011,4781
471,5/29/2011,5060
472,5/30/2011,8672
473,5/31/2011,10022
474,6/1/2011,8996
475,6/2/2011,9423
476,6/3/2011,9013
477,6/4/2011,4496
478,6/5/2011,4385
479,6/6/2011,8854
480,6/7/2011,9649
481,6/8/2011,9644
482,6/9/2011,9377
483,6/10/2011,8924
484,6/11/2011,4461
485,6/12/2011,4662
486,6/13/2011,9032
487,6/14/2011,9821
488,6/15/2011,9840
489,6/16/2011,9564
490,6/17/2011,8107
491,6/18/2011,4363
492,6/19/2011,3971
493,6/20/2011,8759
494,6/21/2011,8548
495,6/22/2011,9343
496,6/23/2011,6871
497,6/24/2011,6833
498,6/25/2011,4167
499,6/26/2011,3609
500,6/27/2011,7286
501,6/28/2011,8877
502,6/29/2011,7760
503,6/30/2011,1781
504,7/1/2011,7463
505,7/2/2011,2912
506,7/3/2011,3027
507,7/4/2011,7488
508,7/5/2011,7064
509,7/6/2011,7577
510,7/7/2011,6779
511,7/8/2011,7795
512,7/9/2011,3586
513,7/10/2011,3507
514,7/11/2011,7605
515,7/12/2011,8232
516,7/13/2011,7945
517,7/14/2011,4948
518,7/15/2011,7627
519,7/16/2011,3754
520,7/17/2011,2903
521,7/18/2011,7632
522,7/19/2011,7878
523,7/20/2011,8469
524,7/21/2011,7318
525,7/22/2011,6455
526,7/23/2011,3942
527,7/24/2011,3568
528,7/25/2011,6568
529,7/26/2011,6977
530,7/27/2011,7529
531,7/28/2011,7555
532,7/29/2011,7222
533,7/30/2011,3071
534,7/31/2011,3667
535,8/1/2011,7908
536,8/2/2011,8643
537,8/3/2011,7632
538,8/4/2011,8302
539,8/5/2011,7527
540,8/6/2011,3923
541,8/7/2011,4393
542,8/8/2011,7995
543,8/9/2011,8544
544,8/10/2011,8706
545,8/11/2011,8434
546,8/12/2011,8251
547,8/13/2011,3896
548,8/14/2011,4021
549,8/15/2011,8223
550,8/16/2011,8782
551,8/17/2011,8450
552,8/18/2011,8495
553,8/19/2011,8279
554,8/20/2011,4257
555,8/21/2011,4358
556,8/22/2011,5868
557,8/23/2011,7415
558,8/24/2011,6691
559,8/25/2011,6609
560,8/26/2011,6595
561,8/27/2011,3824
562,8/28/2011,3347
563,8/29/2011,7166
564,8/30/2011,7055
565,8/31/2011,8902
566,9/1/2011,7666
567,9/2/2011,7316
568,9/3/2011,4004
569,9/4/2011,2706
570,9/5/2011,8172
571,9/6/2011,8474
572,9/7/2011,9038
573,9/8/2011,8377
574,9/9/2011,8575
575,9/10/2011,4228
576,9/11/2011,3547
577,9/12/2011,8245
578,9/13/2011,8696
579,9/14/2011,8756
580,9/15/2011,6048
581,9/16/2011,2887
582,9/17/2011,3232
583,9/18/2011,3934
584,9/19/2011,8337
585,9/20/2011,8657
586,9/21/2011,8570
587,9/22/2011,8788
588,9/23/2011,7008
589,9/24/2011,4276
590,9/25/2011,4504
591,9/26/2011,8599
592,9/27/2011,9040
593,9/28/2011,9135
594,9/29/2011,8681
595,9/30/2011,8403
596,10/1/2011,3796
597,10/2/2011,3466
598,10/3/2011,8175
599,10/4/2011,8757
600,10/5/2011,8383
601,10/6/2011,8200
602,10/7/2011,6455
603,10/8/2011,3383
604,10/9/2011,3155
605,10/10/2011,6193
606,10/11/2011,7977
607,10/12/2011,7786
608,10/13/2011,7112
609,10/14/2011,8088
610,10/15/2011,3846
611,10/16/2011,3742
612,10/17/2011,8105
613,10/18/2011,8354
614,10/19/2011,8266
615,10/20/2011,8181
616,10/21/2011,7771
617,10/22/2011,3777
618,10/23/2011,3698
619,10/24/2011,7406
620,10/25/2011,8022
621,10/26/2011,8126
622,10/27/2011,8046
623,10/28/2011,7491
624,10/29/2011,4126
625,10/30/2011,3604
626,10/31/2011,7371
627,11/1/2011,7515
628,11/2/2011,4595
629,11/3/2011,7828
630,11/4/2011,7915
631,11/5/2011,3808
632,11/6/2011,3697
633,11/7/2011,8141
634,11/8/2011,8190
635,11/9/2011,7415
636,11/10/2011,7454
637,11/11/2011,7980
638,11/12/2011,3812
639,11/13/2011,4005
640,11/14/2011,7864
641,11/15/2011,8837
642,11/16/2011,8546
643,11/17/2011,8231
644,11/18/2011,8447
645,11/19/2011,3498
646,11/20/2011,3037
647,11/21/2011,3432
648,11/22/2011,8452
649,11/23/2011,8445
650,11/24/2011,8486
651,11/25/2011,8106
652,11/26/2011,4420
653,11/27/2011,2413
654,11/28/2011,7439
655,11/29/2011,8157
656,11/30/2011,8076
657,12/1/2011,8111
658,12/2/2011,8086
659,12/3/2011,3888
660,12/4/2011,3290
661,12/5/2011,8037
662,12/6/2011,8743
663,12/7/2011,8679
664,12/8/2011,8421
665,12/9/2011,7974
666,12/10/2011,3709
667,12/11/2011,3250
668,12/12/2011,6731
669,12/13/2011,8188
670,12/14/2011,8411
671,12/15/2011,8334
672,12/16/2011,7904
673,12/17/2011,3437
674,12/18/2011,3467
675,12/19/2011,7127
676,12/20/2011,7221
677,12/21/2011,6681
678,12/22/2011,6609
679,12/23/2011,5337
680,12/24/2011,2012
681,12/25/2011,1391
682,12/26/2011,4476
683,12/27/2011,4805
684,12/28/2011,4942
685,12/29/2011,4670
686,12/30/2011,3937
687,12/31/2011,1815
688,1/1/2012,1327
689,1/2/2012,4441
690,1/3/2012,5921
691,1/4/2012,6728
692,1/5/2012,7012
693,1/6/2012,6446
694,1/7/2012,3242
695,1/8/2012,3746
696,1/9/2012,7412
697,1/10/2012,7880
698,1/11/2012,7841
699,1/12/2012,7696
700,1/13/2012,7661
701,1/14/2012,3216
702,1/15/2012,2958
703,1/16/2012,7565
704,1/17/2012,7732
705,1/18/2012,8171
706,1/19/2012,7864
707,1/20/2012,7679
708,1/21/2012,3518
709,1/22/2012,3755
710,1/23/2012,7905
711,1/24/2012,8423
712,1/25/2012,8468
713,1/26/2012,8193
714,1/27/2012,8009
715,1/28/2012,3776
716,1/29/2012,2990
717,1/30/2012,7335
718,1/31/2012,7359
719,2/1/2012,8223
720,2/2/2012,7102
721,2/3/2012,8359
722,2/4/2012,3467
723,2/5/2012,2776
724,2/6/2012,2136
725,2/7/2012,7248
726,2/8/2012,7822
727,2/9/2012,7405
728,2/10/2012,4613
729,2/11/2012,3373
730,2/12/2012,3262
731,2/13/2012,7728
732,2/14/2012,8267
733,2/15/2012,8027
734,2/16/2012,8005
735,2/17/2012,7908
736,2/18/2012,3831
737,2/19/2012,3879
738,2/20/2012,7766
739,2/21/2012,8412
740,2/22/2012,8256
741,2/23/2012,8426
742,2/24/2012,8029
743,2/25/2012,3158
744,2/26/2012,3681
745,2/27/2012,7970
746,2/28/2012,8771
747,2/29/2012,8414
748,3/1/2012,8396
749,3/2/2012,7983
750,3/3/2012,3939
751,3/4/2012,3467
752,3/5/2012,8015
753,3/6/2012,8435
754,3/7/2012,8404
755,3/8/2012,7841
756,3/9/2012,7838
757,3/10/2012,3488
758,3/11/2012,3070
759,3/12/2012,7054
760,3/13/2012,8703
761,3/14/2012,8824
762,3/15/2012,8673
763,3/16/2012,8884
764,3/17/2012,3494
765,3/18/2012,3140
766,3/19/2012,3490
767,3/20/2012,6813
768,3/21/2012,8518
769,3/22/2012,8283
770,3/23/2012,7838
771,3/24/2012,3807
772,3/25/2012,3633
773,3/26/2012,8052
774,3/27/2012,8438
775,3/28/2012,7823
776,3/29/2012,7279
777,3/30/2012,7986
778,3/31/2012,3710
779,4/1/2012,3377
780,4/2/2012,7298
781,4/3/2012,7347
782,4/4/2012,6504
783,4/5/2012,2915
784,4/6/2012,2611
785,4/7/2012,2532
786,4/8/2012,3343
787,4/9/2012,7299
788,4/10/2012,7810
789,4/11/2012,8017
790,4/12/2012,7912
791,4/13/2012,7377
792,4/14/2012,3703
793,4/15/2012,4089
794,4/16/2012,8372
795,4/17/2012,7195
796,4/18/2012,7588
797,4/19/2012,8598
798,4/20/2012,8377
799,4/21/2012,3912
800,4/22/2012,4160
801,4/23/2012,8353
802,4/24/2012,8641
803,4/25/2012,8519
804,4/26/2012,8649
805,4/27/2012,8316
806,4/28/2012,3893
807,4/29/2012,3871
808,4/30/2012,7359
809,5/1/2012,4381
810,5/2/2012,8508
811,5/3/2012,7915
812,5/4/2012,8622
813,5/5/2012,3537
814,5/6/2012,3736
815,5/7/2012,8307
816,5/8/2012,9056
817,5/9/2012,8002
818,5/10/2012,7032
819,5/11/2012,8264
820,5/12/2012,3826
821,5/13/2012,3858
822,5/14/2012,8276
823,5/15/2012,8834
824,5/16/2012,7259
825,5/17/2012,8461
826,5/18/2012,8692
827,5/19/2012,4657
828,5/20/2012,4429
829,5/21/2012,8518
830,5/22/2012,9039
831,5/23/2012,9572
832,5/24/2012,8539
833,5/25/2012,8510
834,5/26/2012,4632
835,5/27/2012,4388
836,5/28/2012,8668
837,5/29/2012,9114
838,5/30/2012,8993
839,5/31/2012,9107
840,6/1/2012,6547
841,6/2/2012,4092
842,6/3/2012,3824
843,6/4/2012,7453
844,6/5/2012,8876
845,6/6/2012,8745
846,6/7/2012,8770
847,6/8/2012,7854
848,6/9/2012,4487
849,6/10/2012,4564
850,6/11/2012,8226
851,6/12/2012,8459
852,6/13/2012,9041
853,6/14/2012,8707
854,6/15/2012,8312
855,6/16/2012,2117
856,6/17/2012,1914
857,6/18/2012,7844
858,6/19/2012,7576
859,6/20/2012,6892
860,6/21/2012,7417
861,6/22/2012,5503
862,6/23/2012,3673
863,6/24/2012,3344
864,6/25/2012,8236
865,6/26/2012,8657
866,6/27/2012,8707
867,6/28/2012,5999
868,6/29/2012,8124
869,6/30/2012,3112
870,7/1/2012,2772
871,7/2/2012,6605
872,7/3/2012,7744
873,7/4/2012,8466
874,7/5/2012,7602
875,7/6/2012,6685
876,7/7/2012,4007
877,7/8/2012,3602
878,7/9/2012,7162
879,7/10/2012,7959
880,7/11/2012,8332
881,7/12/2012,7925
882,7/13/2012,6742
883,7/14/2012,2627
884,7/15/2012,2688
885,7/16/2012,7093
886,7/17/2012,6627
887,7/18/2012,7585
888,7/19/2012,7963
889,7/20/2012,7188
890,7/21/2012,3810
891,7/22/2012,3630
892,7/23/2012,7457
893,7/24/2012,7343
894,7/25/2012,7818
895,7/26/2012,6889
896,7/27/2012,7459
897,7/28/2012,3081
898,7/29/2012,3277
899,7/30/2012,7691
900,7/31/2012,8393
901,8/1/2012,8313
902,8/2/2012,7929
903,8/3/2012,7661
904,8/4/2012,3559
905,8/5/2012,3618
906,8/6/2012,6909
907,8/7/2012,7754
908,8/8/2012,8061
909,8/9/2012,5542
910,8/10/2012,4488
911,8/11/2012,3351
912,8/12/2012,3055
913,8/13/2012,6838
914,8/14/2012,8272
915,8/15/2012,8308
916,8/16/2012,7647
917,8/17/2012,7528
918,8/18/2012,3315
919,8/19/2012,3376
920,8/20/2012,6123
921,8/21/2012,7076
922,8/22/2012,7876
923,8/23/2012,6923
924,8/24/2012,6607
925,8/25/2012,3399
926,8/26/2012,3142
927,8/27/2012,6810
928,8/28/2012,7705
929,8/29/2012,8078
930,8/30/2012,7897
931,8/31/2012,7609
932,9/1/2012,3422
933,9/2/2012,3756
934,9/3/2012,7685
935,9/4/2012,7551
936,9/5/2012,7382
937,9/6/2012,7478
938,9/7/2012,6991
939,9/8/2012,3554
940,9/9/2012,3407
941,9/10/2012,7175
942,9/11/2012,7311
943,9/12/2012,5854
944,9/13/2012,8403
945,9/14/2012,6887
946,9/15/2012,3443
947,9/16/2012,2495
948,9/17/2012,8155
949,9/18/2012,9754
950,9/19/2012,10246
951,9/20/2012,9988
952,9/21/2012,9991
953,9/22/2012,4734
954,9/23/2012,5019
955,9/24/2012,9854
956,9/25/2012,10160
957,9/26/2012,10516
958,9/27/2012,9634
959,9/28/2012,10501
960,9/29/2012,4995
961,9/30/2012,4325
962,10/1/2012,10204
963,10/2/2012,12045
964,10/3/2012,11648
965,10/4/2012,11367
966,10/5/2012,11084
967,10/6/2012,5391
968,10/7/2012,5229
969,10/8/2012,10531
970,10/9/2012,9811
971,10/10/2012,11694
972,10/11/2012,12180
973,10/12/2012,11219
974,10/13/2012,5011
975,10/14/2012,137
976,10/15/2012,10219
977,10/16/2012,12139
978,10/17/2012,12270
979,10/18/2012,11963
980,10/19/2012,11798
981,10/20/2012,5520
982,10/21/2012,5233
983,10/22/2012,11515
984,10/23/2012,13057
985,10/24/2012,12655
986,10/25/2012,12671
987,10/26/2012,11693
988,10/27/2012,6355
989,10/28/2012,5141
990,10/29/2012,12411
991,10/30/2012,13317
992,10/31/2012,13577
993,11/1/2012,12051
994,11/2/2012,6015
995,11/3/2012,4373
996,11/4/2012,4337
997,11/5/2012,9869
998,11/6/2012,12816
999,11/7/2012,13175
1000,11/8/2012,13152
1001,11/9/2012,12977
1002,11/10/2012,6360
1003,11/11/2012,5614
1004,11/12/2012,12708
1005,11/13/2012,13711
1006,11/14/2012,13660
1007,11/15/2012,13784
1008,11/16/2012,13336
1009,11/17/2012,5531
1010,11/18/2012,3592
1011,11/19/2012,5395
1012,11/20/2012,12928
1013,11/21/2012,13336
1014,11/22/2012,13364
1015,11/23/2012,12801
1016,11/24/2012,6143
1017,11/25/2012,5644
1018,11/26/2012,13561
1019,11/27/2012,14868
1020,11/28/2012,15301
1021,11/29/2012,15100
1022,11/30/2012,15055
1023,12/1/2012,6459
1024,12/2/2012,6156
1025,12/3/2012,14728
1026,12/4/2012,15756
1027,12/5/2012,15690
1028,12/6/2012,15328
1029,12/7/2012,14397
1030,12/8/2012,6898
1031,12/9/2012,6085
1032,12/10/2012,14813
1033,12/11/2012,15605
1034,12/12/2012,13843
1035,12/13/2012,15007
1036,12/14/2012,14619
1037,12/15/2012,7090
1038,12/16/2012,6287
1039,12/17/2012,14407
1040,12/18/2012,15205
1041,12/19/2012,14689
1042,12/20/2012,13795
1043,12/21/2012,11893
1044,12/22/2012,5604
1045,12/23/2012,4835
1046,12/24/2012,5567
1047,12/25/2012,2234
1048,12/26/2012,8380
1049,12/27/2012,7750
1050,12/28/2012,8376
1051,12/29/2012,4411
1052,12/30/2012,4215
1053,12/31/2012,4856
1054,1/1/2013,2444
1055,1/2/2013,9322
1056,1/3/2013,11482
1057,1/4/2013,11505
1058,1/5/2013,6042
1059,1/6/2013,6043
1060,1/7/2013,14460
1061,1/8/2013,15483
1062,1/9/2013,16206
1063,1/10/2013,16284
1064,1/11/2013,16009
1065,1/12/2013,8104
1066,1/13/2013,8023
1067,1/14/2013,16541
1068,1/15/2013,17866
1069,1/16/2013,17607
1070,1/17/2013,16649
1071,1/18/2013,15123
1072,1/19/2013,7507
1073,1/20/2013,7298
1074,1/21/2013,15404
1075,1/22/2013,16316
1076,1/23/2013,16367
1077,1/24/2013,16646
1078,1/25/2013,16035
1079,1/26/2013,8245
1080,1/27/2013,8178
1081,1/28/2013,16668
1082,1/29/2013,18220
1083,1/30/2013,18162
1084,1/31/2013,18276
1085,2/1/2013,16900
1086,2/2/2013,7539
1087,2/3/2013,4112
1088,2/4/2013,4761
1089,2/5/2013,16539
1090,2/6/2013,18146
1091,2/7/2013,17534
1092,2/8/2013,17683
1093,2/9/2013,9030
1094,2/10/2013,8559
1095,2/11/2013,17462
1096,2/12/2013,18735
1097,2/13/2013,18670
1098,2/14/2013,18236
1099,2/15/2013,17493
1100,2/16/2013,7791
1101,2/17/2013,7738
1102,2/18/2013,18291
1103,2/19/2013,19014
1104,2/20/2013,19364
1105,2/21/2013,18810
1106,2/22/2013,17578
1107,2/23/2013,9326
1108,2/24/2013,8191
1109,2/25/2013,17865
1110,2/26/2013,19072
1111,2/27/2013,14565
1112,2/28/2013,18898
1113,3/1/2013,17214
1114,3/2/2013,7351
1115,3/3/2013,7034
1116,3/4/2013,17050
1117,3/5/2013,18329
1118,3/6/2013,18132
1119,3/7/2013,18362
1120,3/8/2013,17525
1121,3/9/2013,8686
1122,3/10/2013,8287
1123,3/11/2013,18412
1124,3/12/2013,19378
1125,3/13/2013,18621
1126,3/14/2013,17691
1127,3/15/2013,13649
1128,3/16/2013,7008
1129,3/17/2013,6982
1130,3/18/2013,7656
1131,3/19/2013,18397
1132,3/20/2013,18896
1133,3/21/2013,18884
1134,3/22/2013,17624
1135,3/23/2013,8825
1136,3/24/2013,8542
1137,3/25/2013,16478
1138,3/26/2013,15799
1139,3/27/2013,14686
1140,3/28/2013,7041
1141,3/29/2013,6455
1142,3/30/2013,6894
1143,3/31/2013,7439
1144,4/1/2013,16661
1145,4/2/2013,18496
1146,4/3/2013,18517
1147,4/4/2013,18981
1148,4/5/2013,18032
1149,4/6/2013,8576
1150,4/7/2013,7733
1151,4/8/2013,19754
1152,4/9/2013,11021
1153,4/10/2013,19933
1154,4/11/2013,20380
1155,4/12/2013,19391
